"id","taxon_family_name","taxon_species_name","n","species","taxon_genus_name","Distribution","Habito1","Habito2","SNAPregional","BiodiversidataEstablecimiento","IUCNglobal","trendGlobal","esta_en_powo","esta_en_gbif","es_un_nuevo_registro","url_powo","synonym","remarks"
515,"Fabaceae","Vicia villosa",1,,,,,,,,,,,,,,,"new species"
550,"Solanaceae","Nierembergia rivularis",7,"Nierembergia rivularis","Nierembergia",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
551,"Solanaceae","Nierembergia scoparia",15,"Nierembergia scoparia","Nierembergia",9,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
552,"Solanaceae","Petunia axillaris",124,"Petunia axillaris","Petunia",9,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
553,"Solanaceae","Petunia integrifolia",36,"Petunia integrifolia","Petunia",2,"Hierba","Anual","Prioritaria","nativa","NE","NE",,,,,,
554,"Solanaceae","Physalis angulata",15,"Physalis angulata","Physalis",1,"Hierba","Anual","No evaluada","nativa","LC","Stable",,,,,,
518,"Fabaceae","Wisteria sinensis",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60459148-2",,"non-native"
556,"Solanaceae","Physalis viscosa",7,"Physalis viscosa","Physalis",8,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
557,"Solanaceae","Salpichroa origanifolia",24,"Salpichroa origanifolia","Salpichroa",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
536,"Solanaceae","Lycium cestroides",1,,,,,,,,,,,,,,,"new species"
559,"Solanaceae","Sclerophylax lorentzianus",4,"Sclerophylax lorentzianus","Sclerophylax",1,"Hierba","Perenne","Prioritaria","nativa","NE","NE",,,,,,
547,"Solanaceae","Nierembergia graveolens",1,,,,,,,,,,,,,,,"new species"
549,"Solanaceae","Nierembergia pinifolia",1,,,,,,,,,,,,,,,"new species"
562,"Solanaceae","Solanum americanum",40,"Solanum americanum","Solanum",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
563,"Solanaceae","Solanum amygdalifolium",22,"Solanum amygdalifolium","Solanum",3,"Arbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
564,"Solanaceae","Solanum atropurpureum",10,"Solanum atropurpureum","Solanum",1,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
565,"Solanaceae","Solanum betaceum",2,"Solanum betaceum","Solanum",6,"Arbusto","Perenne","No evaluada","NE","DD","NE","No está","No está","SI","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306169-2",,
566,"Solanaceae","Solanum bonariense",17,"Solanum bonariense","Solanum",3,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
567,"Solanaceae","Solanum chenopodioides",28,"Solanum chenopodioides","Solanum",5,"Hierba","Anual","No evaluada","nativa","NE","NE",,,,,,
568,"Solanaceae","Solanum commersonii",70,"Solanum commersonii","Solanum",14,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
569,"Solanaceae","Solanum glaucophyllum",45,"Solanum glaucophyllum","Solanum",6,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
570,"Solanaceae","Solanum granulosoleprosum",2,"Solanum granulosoleprosum","Solanum",2,"Arbusto","Perenne","No Prioritaria","nativa","LC","Stable",,,,,,
560,"Solanaceae","Sessea vestioides",1,,,,,,,,,,,,,,,"new species"
572,"Solanaceae","Solanum laxum",71,"Solanum laxum","Solanum",10,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
561,"Solanaceae","Solanum adscendens",1,,,,,,,,,,,,,,,"new species"
574,"Solanaceae","Solanum malmeanum",1,"Solanum malmeanum","Solanum",5,"Hierba","Perenne","Prioritaria","nativa","LC","Stable",,,,,,
575,"Solanaceae","Solanum mauritianum",61,"Solanum mauritianum","Solanum",6,"Arbusto","Perenne","No Prioritaria","nativa","NE","NE",,,,,,
571,"Solanaceae","Solanum guaraniticum",1,,,,,,,,,,,,,,,"new species"
577,"Solanaceae","Solanum platense",1,"Solanum platense","Solanum",4,"Arbusto","Perenne","Prioritaria","nativa","NE","NE",,,,,,
578,"Solanaceae","Solanum pseudocapsicum",44,"Solanum pseudocapsicum","Solanum",9,"Subarbusto","Perenne","No evaluada","nativa","NE","NE",,,,,,
576,"Solanaceae","Solanum pilcomayense",1,,,,,,,,,,,,,,,"new species"
580,"Solanaceae","Solanum reineckii",10,"Solanum reineckii","Solanum",1,"Subarbusto","Perenne","No evaluada","NE","NE","NE","No está","Está","NO","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:239598-2",,
581,"Solanaceae","Solanum sisymbriifolium",149,"Solanum sisymbriifolium","Solanum",2,"Hierba","Perenne","No evaluada","nativa","NE","NE",,,,,,
579,"Solanaceae","Solanum pygmaeum",1,,,,,,,,,,,,,,,"new species"
583,"Solanaceae","Solanum viarum",44,"Solanum viarum","Solanum",4,"Arbusto","Perenne","No evaluada","nativa","LC","Increasing",,,,,,
582,"Solanaceae","Solanum tuberosum",1,,,,,,,,,,"Potencial introducida","-","-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:821337-1",,"non-native"
584,"Solanaceae","Streptosolen jamesonii",1,,,,,,,,,,,,,,,"non native"
